x,y,z,r_hat_vox,theta_deg,winding_ordinal,dk_to_nearest_measured,ct_brightness
1737.1,2108.7,2256,263.0,60.0,16,1,148
2058.0,2254.7,5840,152.6,60.0,16,1,138
1653.1,1848.8,1936,127.4,66.0,16,1,129
2028.7,2265.2,5712,160.0,66.0,16,1,129
2040.7,2248.0,7376,173.3,66.0,16,1,131
1622.6,1868.9,1808,150.5,78.0,16,1,169
1865.6,2153.0,2768,167.6,78.0,16,1,151
1944.8,2304.0,4624,254.6,78.0,16,1,115
1998.0,2255.9,6032,128.2,78.0,16,1,149
2004.7,2254.9,6224,122.4,78.0,16,1,154
1999.1,2172.7,7632,144.9,78.0,16,1,111
1701.6,2096.7,9936,231.5,78.0,16,1,157
1615.2,1864.8,1936,133.1,84.0,16,1,158
1927.3,2213.0,4240,146.3,84.0,16,2,143
1994.3,2242.0,5840,120.2,84.0,16,1,125
2001.5,2254.6,6096,118.5,84.0,16,1,154
1991.6,2253.0,6224,118.5,84.0,16,1,114
1643.5,1965.0,10448,164.2,84.0,16,1,163
1601.3,1868.8,1936,136.4,90.0,16,1,176
1800.5,2162.1,2640,174.1,90.0,16,1,147
1971.3,2256.0,6032,125.6,90.0,16,1,146
1989.1,2239.8,6096,103.0,90.0,16,1,151
1979.3,2258.8,6224,123.6,90.0,16,1,140
1931.7,2276.4,6928,129.0,90.0,16,1,158
1829.7,2009.6,8464,141.8,90.0,16,1,115
1569.7,1991.2,2064,159.1,96.0,16,1,188
1810.6,2224.8,3216,200.1,96.0,16,1,155
1953.1,2216.5,5072,160.3,96.0,16,1,140
1966.2,2227.8,5584,119.1,96.0,16,1,163
1979.7,2253.1,6160,131.2,96.0,16,1,155
1923.1,2283.6,7120,151.2,96.0,16,1,147
1916.4,2133.6,7760,139.5,96.0,16,1,112
1573.6,1863.0,1936,133.5,102.0,16,1,164
1561.2,1988.9,2128,135.2,102.0,16,1,130
1934.2,2257.4,5712,141.4,102.0,16,1,131
1923.8,2269.9,6288,133.6,102.0,16,1,159
1948.7,2283.9,6416,129.8,102.0,16,1,170
1905.9,2272.9,7184,140.5,102.0,16,1,140
1806.1,1978.7,8464,113.4,102.0,16,1,121
1636.7,2019.5,10192,193.9,102.0,16,1,178
1796.2,1815.4,10832,289.7,102.0,16,2,159
1546.4,1988.8,2128,138.9,108.0,16,1,148
1816.4,2193.1,3408,158.5,108.0,16,1,176
1904.8,2256.9,5968,130.1,108.0,16,1,158
1943.2,2246.1,6224,116.7,108.0,16,1,183
1915.6,2250.1,6288,116.5,108.0,16,1,164
1901.9,2347.4,6864,183.4,108.0,16,1,149
1933.8,2204.3,7440,142.3,108.0,16,1,150
1843.4,2221.4,4240,168.5,114.0,16,1,137
1902.2,2209.0,5072,166.4,114.0,16,1,155
1955.7,2269.8,6992,117.5,114.0,16,1,178
1431.7,2076.6,1232,294.7,120.0,16,1,160
1528.0,1859.5,1936,146.7,120.0,16,1,146
1698.6,2114.8,2576,159.3,120.0,16,1,166
1792.9,2240.5,4496,240.4,120.0,16,2,101
1877.9,2249.3,5968,134.1,120.0,16,1,157
1801.5,2139.4,7888,175.8,120.0,16,1,131
1782.8,1977.5,8400,122.6,120.0,16,1,150
1633.0,1919.1,10832,446.9,120.0,16,1,146
1692.5,2095.0,2576,146.1,126.0,16,1,159
1805.4,2219.7,4176,208.9,126.0,16,1,154
1836.0,2224.7,5008,216.9,126.0,16,1,155
1869.4,2238.3,5392,175.9,126.0,16,1,134
1850.5,2286.9,6800,145.5,126.0,16,1,138
1890.4,2169.4,7504,136.8,126.0,16,1,158
1759.2,1988.2,8400,144.4,126.0,16,1,159
1521.5,1945.3,10512,218.6,126.0,16,1,166
1762.7,2203.5,3536,248.4,132.0,16,1,150
1749.5,2228.5,4432,248.3,132.0,16,1,168
1823.8,2148.2,4752,141.6,132.0,16,1,161
1880.9,2244.4,6224,147.0,132.0,16,1,153
1814.4,1991.4,8144,114.4,132.0,16,1,132
1633.8,2067.4,9360,216.4,132.0,16,1,148
1778.0,2217.0,4048,244.3,138.0,16,1,143
1841.6,2234.4,5776,167.5,138.0,16,1,152
1481.5,2018.0,10256,284.5,138.0,16,1,146
1872.1,2257.9,6992,162.4,144.0,16,1,182
1311.0,2192.3,912,165.4,150.0,16,1,152
1479.3,1895.2,10320,202.9,150.0,16,1,130
1510.8,2095.9,2576,292.8,156.0,16,1,135
1581.0,1956.4,9104,260.4,156.0,16,1,160
1492.6,1951.3,9872,177.0,156.0,16,1,135
1218.7,2139.7,976,290.8,162.0,16,1,167
1650.4,2018.4,2576,134.5,162.0,16,1,164
1730.5,2106.1,4240,185.6,168.0,16,1,138
1549.2,1920.5,8848,189.0,168.0,16,2,128
1308.9,1797.5,10128,316.8,186.0,16,1,162
1786.1,1991.4,3920,166.0,192.0,16,1,150
1770.5,2013.3,4048,193.4,192.0,16,1,109
1476.8,1949.1,4752,451.6,192.0,16,1,163
1694.8,1857.4,8080,193.1,198.0,16,1,135
1555.3,1729.6,10384,133.1,198.0,16,1,172
1571.5,1881.5,2704,269.8,204.0,16,3,162
1698.1,1890.1,4368,271.8,210.0,16,1,151
1716.8,1906.8,5008,284.9,210.0,16,1,157
1778.2,2019.1,6224,232.1,210.0,16,1,174
1815.0,2060.4,6288,157.7,210.0,16,3,157
1477.7,1638.6,10640,216.2,210.0,16,1,194
1728.6,1920.0,2896,143.6,216.0,16,1,145
1482.1,1598.0,1616,147.2,222.0,16,1,135
1456.2,1763.2,2192,168.7,222.0,16,1,137
1736.8,1907.2,2896,145.3,222.0,16,1,156
1410.4,1714.9,1168,201.8,228.0,16,1,132
1523.9,1624.7,1424,127.6,228.0,16,1,128
1676.3,1847.2,3280,253.1,228.0,16,1,130
1471.7,1594.6,1744,134.5,234.0,16,1,140
1534.3,1589.6,1424,150.0,240.0,16,1,128
1515.7,1583.3,1872,170.9,240.0,16,1,163
1523.3,1723.7,2064,126.1,240.0,16,1,164
1807.0,1843.8,4304,225.7,240.0,16,1,121
1561.2,1751.1,2320,151.5,246.0,16,1,162
1748.2,1799.7,3152,240.2,246.0,16,1,128
1865.0,1838.4,3920,205.3,246.0,16,1,146
1931.2,2008.9,5840,124.3,246.0,16,2,134
1721.2,1631.0,9104,240.2,246.0,16,1,163
1566.7,1682.6,9872,215.3,246.0,16,1,136
1772.5,1756.3,3408,300.8,252.0,16,1,150
1922.3,2032.0,6672,153.4,252.0,16,1,134
1892.5,2035.1,6800,140.9,252.0,16,1,127
1944.2,1980.1,6992,191.7,252.0,16,1,149
1737.4,1722.3,8656,146.9,252.0,16,1,132
1934.7,1983.0,5712,139.1,258.0,16,1,135
1944.9,1913.9,7440,158.5,258.0,16,1,112
1954.9,2036.5,6672,142.2,264.0,16,1,195
1733.2,1699.2,8976,139.3,264.0,16,1,152
1954.4,1834.1,7696,166.5,270.0,16,1,152
1892.5,1714.9,8272,167.7,270.0,16,2,142
1748.2,1733.4,8720,146.0,270.0,16,1,151
1991.4,1939.3,7440,130.4,276.0,16,1,138
1886.2,1748.7,8208,150.5,276.0,16,1,126
1649.1,1584.8,10448,218.0,276.0,16,1,192
2009.6,1919.2,7440,153.1,282.0,16,1,122
1902.7,1747.0,8208,154.8,282.0,16,1,153
1642.8,1766.7,2256,120.2,288.0,16,1,150
2016.9,2042.5,6608,148.9,288.0,16,1,130
2023.7,1927.7,7440,148.5,288.0,16,1,149
1643.5,1579.5,1616,128.0,294.0,16,1,181
2019.1,1994.4,5712,136.4,294.0,16,1,123
2028.3,2017.7,5840,114.7,294.0,16,1,147
2016.2,2043.4,6864,141.8,294.0,16,1,158
1801.0,1730.9,8848,164.5,294.0,16,1,145
1635.6,1556.5,1744,169.7,300.0,16,1,138
1926.7,1822.9,2768,191.9,300.0,16,1,142
1963.5,1905.4,4560,173.1,300.0,16,1,147
2056.7,1963.2,5456,161.2,300.0,16,1,138
2071.5,1889.9,7568,181.0,300.0,16,1,145
1901.9,1688.9,9424,266.5,300.0,16,1,144
1920.6,1781.0,2576,242.1,306.0,16,1,161
1967.1,1852.3,3152,206.2,306.0,16,1,139
2033.8,1874.5,3536,178.5,306.0,16,1,116
2033.5,1893.0,4816,180.9,306.0,16,1,173
1679.2,1739.6,1104,227.3,312.0,16,1,163
1870.7,1729.5,8848,204.2,312.0,16,1,137
1844.2,1511.5,1360,319.9,318.0,16,1,144
1714.2,1628.5,2000,147.4,318.0,16,1,144
1876.6,1745.8,2384,249.3,318.0,16,1,149
2030.4,1847.3,2960,230.8,318.0,16,1,133
2113.5,2048.9,6544,188.3,318.0,16,1,144
1943.9,1673.2,8784,285.8,318.0,16,1,151
1812.9,1736.5,9872,213.4,318.0,16,1,140
2142.9,1001.1,11024,185.8,318.0,16,2,181
1875.6,1731.6,9744,270.3,324.0,16,1,168
1792.8,1739.2,2128,235.0,330.0,16,1,157
2077.4,1972.0,4240,191.0,330.0,16,1,133
2165.2,1109.9,10960,279.1,330.0,16,1,162
2061.4,1774.6,8400,237.9,336.0,16,1,255
1777.7,1789.4,1168,244.2,342.0,16,1,176
2042.4,1957.2,3216,221.8,342.0,16,1,121
2070.1,1768.9,9104,264.1,342.0,16,1,144
2104.5,1731.9,10768,388.9,12.0,17,1,169
2090.5,2079.4,3856,184.4,18.0,17,1,156
2120.4,2114.0,7824,244.0,30.0,17,1,143
1725.4,1811.9,1360,147.0,36.0,17,1,150
2118.7,2301.9,6800,225.7,36.0,17,1,144
2019.4,2164.2,4240,144.5,42.0,17,1,138
1686.1,1852.1,1808,161.2,54.0,17,1,163
2093.7,2240.5,3984,256.8,54.0,17,1,140
2068.0,2262.8,5712,177.6,54.0,17,1,146
1921.0,2030.7,9232,200.8,54.0,17,1,144
1980.7,2208.8,4624,177.7,60.0,17,1,114
1899.0,2036.5,8592,215.9,60.0,17,1,154
1937.5,2074.5,9296,179.8,60.0,17,1,170
1851.2,2144.0,2640,164.1,72.0,17,1,135
1998.3,2135.6,7696,141.9,72.0,17,1,124
1812.9,2055.7,9424,143.1,72.0,17,1,127
1627.9,1857.6,1936,128.0,78.0,17,1,146
1629.8,1845.5,2000,121.0,78.0,17,1,148
1999.3,2261.9,6032,134.4,78.0,17,1,132
1975.1,2303.4,7120,174.0,78.0,17,1,140
2000.7,2292.7,7248,167.6,78.0,17,1,147
1703.9,2107.5,9936,242.7,78.0,17,1,146
1928.9,2228.9,4240,162.3,84.0,17,1,141
2001.7,2251.1,5200,177.4,84.0,17,1,134
1862.8,2063.9,9296,145.9,84.0,17,1,160
1624.6,1911.0,1488,174.4,90.0,17,1,152
1981.7,2243.7,5840,121.2,90.0,17,1,168
1966.6,2255.8,6224,121.3,96.0,17,1,133
1709.8,2104.9,9616,216.6,96.0,17,1,157
1575.8,1863.1,2000,139.0,102.0,17,1,129
1932.7,2264.5,5712,148.7,102.0,17,1,186
1904.5,2279.2,7184,146.9,102.0,17,1,138
1924.3,2142.3,7696,144.9,102.0,17,1,132
1863.1,2020.9,8272,141.3,102.0,17,1,148
1804.0,1988.4,8464,123.3,102.0,17,1,144
1692.8,2075.8,9616,190.5,102.0,17,1,151
1615.2,1931.9,10512,167.1,102.0,17,1,153
1794.1,1825.4,10832,299.9,102.0,17,1,164
1903.5,2203.2,4944,166.2,108.0,17,1,169
1933.6,2286.5,6416,136.3,108.0,17,1,155
1905.4,2315.8,6736,149.0,108.0,17,1,148
1918.2,2275.5,7248,154.2,108.0,17,1,149
1874.0,2272.8,7184,150.3,114.0,17,1,129
1582.6,2029.2,9936,174.1,114.0,17,1,148
1790.7,2244.4,4496,244.9,120.0,17,1,108
1656.2,2118.5,9360,244.8,120.0,17,1,158
1836.5,2154.1,4304,141.9,126.0,17,1,102
1884.4,2177.7,7504,147.0,126.0,17,1,145
1696.5,2204.9,3088,218.2,132.0,17,1,103
1745.4,2233.1,4432,254.5,132.0,17,1,132
1335.2,2216.8,912,160.2,138.0,17,1,152
1853.9,2248.8,6992,172.7,150.0,17,1,164
1732.0,2115.7,4368,220.5,156.0,17,1,186
1794.2,2081.0,3984,156.2,162.0,17,1,138
1593.4,2148.6,4752,341.9,162.0,17,1,108
1704.3,2107.7,4048,261.0,168.0,17,1,128
1542.3,1922.0,8848,196.1,168.0,17,1,103
1397.4,1895.3,10000,215.8,168.0,17,1,155
1744.4,2049.9,4240,168.5,186.0,17,1,139
1316.8,1736.1,1232,275.8,198.0,17,1,124
1395.6,1707.0,1296,211.6,198.0,17,1,132
1769.6,1866.9,8144,127.6,198.0,17,1,137
1567.5,1879.7,2704,274.3,204.0,17,2,181
1516.2,1888.6,3280,360.6,204.0,17,1,159
1681.6,1981.7,5648,330.4,204.0,17,1,124
1386.5,1598.5,1360,254.1,210.0,17,1,155
1712.5,1904.3,5008,289.8,210.0,17,1,168
1593.6,1809.3,9616,160.3,210.0,17,1,201
1377.8,1743.1,1168,207.3,216.0,17,1,134
1439.3,1719.7,1232,172.9,216.0,17,1,139
1457.2,1591.1,1360,200.8,222.0,17,1,128
1640.2,1850.3,3280,276.5,222.0,17,1,126
1396.7,1626.1,10128,305.7,222.0,17,1,118
1681.2,1733.1,9232,181.9,228.0,17,1,154
1767.8,1782.9,8016,190.1,234.0,17,1,144
1760.6,1724.6,8336,172.1,234.0,17,1,158
1899.9,1973.1,5584,157.3,240.0,17,1,131
1911.2,2000.4,5840,140.9,240.0,17,1,131
1919.5,1994.7,6160,147.7,240.0,17,1,130
1864.3,1844.4,7696,180.3,240.0,17,1,138
1768.8,1741.0,8400,150.5,240.0,17,1,105
1879.8,1874.1,3728,157.9,246.0,17,1,144
1928.5,2003.0,5840,130.8,246.0,17,1,140
1819.0,1789.7,7824,221.6,246.0,17,1,152
1923.3,1938.2,5328,159.4,252.0,17,1,119
1769.9,1620.0,9104,235.7,258.0,17,1,161
1921.5,2030.6,6800,139.3,264.0,17,1,111
1955.9,1954.0,7376,136.5,264.0,17,1,146
1603.4,1635.0,10128,196.8,264.0,17,1,182
1908.0,1103.0,10960,147.3,264.0,17,1,153
1605.7,1740.0,2256,141.0,270.0,17,1,219
1892.5,1709.2,8272,173.5,270.0,17,1,150
1565.7,1560.8,1744,143.4,276.0,17,1,144
1890.1,1730.5,2832,261.6,282.0,17,1,157
1982.3,1957.3,5968,179.7,282.0,17,1,126
1996.4,2012.6,6032,120.5,282.0,17,1,132
1638.1,1706.6,2128,157.7,288.0,17,1,157
1948.0,1720.5,3280,331.0,288.0,17,1,147
2003.1,1997.6,5712,127.7,288.0,17,1,141
2024.9,2016.9,6544,166.1,288.0,17,1,103
1716.5,1530.3,1488,225.9,294.0,17,1,158
1995.6,1864.3,4432,196.7,294.0,17,1,149
1956.7,1763.5,8016,189.7,294.0,17,1,151
1666.2,1723.5,2128,153.8,300.0,17,1,159
1931.2,1815.1,2768,200.8,300.0,17,1,135
2060.3,1783.8,3792,272.0,300.0,17,1,150
2012.8,2032.0,7056,134.7,300.0,17,1,140
2036.7,1959.5,7184,203.2,300.0,17,1,163
2046.5,1971.8,7312,158.6,300.0,17,1,131
2021.1,1727.2,8144,221.4,306.0,17,1,135
1765.8,1641.3,10320,188.4,306.0,17,1,150
2055.3,1103.1,10960,197.1,312.0,17,1,159
1832.4,1524.4,1936,310.9,318.0,17,1,161
2124.0,1839.6,3792,268.7,318.0,17,1,109
2149.4,995.2,11024,194.6,318.0,17,2,168
1866.3,1769.6,9744,241.7,330.0,17,1,144
1702.4,2028.9,912,260.9,342.0,17,3,108
2074.4,1767.5,9104,268.7,342.0,17,2,166
2207.9,2184.5,4368,316.8,30.0,18,1,131
2149.8,1701.4,10832,338.7,30.0,18,1,142
2105.3,2160.7,3856,235.1,36.0,18,1,115
2031.7,2154.5,4240,148.0,36.0,18,1,156
1862.0,1959.4,10512,285.3,42.0,18,1,175
2086.2,2178.9,3920,205.9,48.0,18,1,178
1691.2,1855.3,1872,153.3,54.0,18,1,158
1948.4,2170.7,2704,221.8,54.0,18,1,129
1962.7,2085.9,8592,292.1,54.0,18,1,136
1982.9,2212.6,4624,182.0,60.0,18,2,126
1860.7,2036.8,8656,191.4,66.0,18,1,146
1759.0,2046.7,9808,208.5,66.0,18,1,130
1640.5,1853.0,1936,126.7,72.0,18,1,130
1627.9,2018.7,2192,149.9,72.0,18,1,104
1998.8,2234.1,3536,226.3,72.0,18,1,124
1875.6,2092.0,9232,235.2,72.0,18,1,165
1715.4,2060.9,9936,200.6,72.0,18,1,143
1528.8,2207.5,976,161.2,78.0,18,1,137
1994.4,2275.6,3984,248.3,78.0,18,1,148
1970.3,2242.1,4816,207.3,78.0,18,1,144
1965.3,2305.4,6928,161.5,78.0,18,1,139
1895.7,2023.4,8336,163.1,78.0,18,1,125
1687.4,1945.9,10320,155.6,78.0,18,1,166
1992.1,2279.1,5392,184.1,84.0,18,1,144
1993.8,2254.4,5584,145.8,84.0,18,1,132
1604.7,1881.8,2000,154.6,90.0,18,1,154
1945.0,2279.8,5968,146.7,90.0,18,1,128
1977.8,2230.2,7440,161.3,90.0,18,1,120
1655.0,1947.8,10320,154.1,90.0,18,1,176
1681.9,1959.5,10384,188.8,90.0,18,1,162
1572.4,1901.8,1552,186.8,96.0,18,1,171
1808.9,2240.8,3216,216.2,96.0,18,1,154
1929.9,2276.5,5968,144.1,96.0,18,1,145
1954.6,2355.0,6544,181.1,96.0,18,1,169
1801.7,2014.2,9104,164.6,96.0,18,1,162
1633.1,2081.2,9872,203.0,96.0,18,1,157
1599.5,2063.5,10128,234.1,96.0,18,1,147
1574.7,1868.2,2000,144.2,102.0,18,1,139
1845.9,2191.6,7888,209.0,102.0,18,1,152
1448.2,2151.3,1104,255.3,108.0,18,1,182
1762.5,2238.0,3216,223.2,108.0,18,1,130
1734.3,2011.3,8656,157.0,108.0,18,1,166
1915.9,2255.1,6032,136.4,114.0,18,1,134
1879.4,2296.8,7056,162.2,114.0,18,1,144
1903.8,2228.0,5456,144.6,120.0,18,1,149
1861.2,2341.6,6864,194.8,120.0,18,1,150
1858.8,2281.2,6352,170.5,126.0,18,1,134
1685.5,1998.6,9104,199.3,132.0,18,1,125
1648.7,2052.9,9424,179.3,132.0,18,1,159
1530.7,2030.7,9744,188.6,132.0,18,1,155
1365.2,1870.5,1744,249.6,138.0,18,1,128
1827.4,2261.8,6352,177.2,138.0,18,1,149
1500.9,1819.7,10640,179.5,156.0,18,1,146
1445.7,1977.3,9360,340.3,168.0,18,1,132
1180.4,1725.5,1360,426.1,180.0,18,1,152
1379.4,1866.8,9552,340.4,186.0,18,1,158
1770.6,1968.1,3920,187.0,198.0,18,1,135
1751.0,2015.2,4240,169.3,198.0,18,1,157
1763.5,1864.9,8144,134.0,198.0,18,1,115
1563.4,1877.9,2704,278.7,204.0,18,1,215
1807.8,2056.3,6288,166.0,210.0,18,3,138
1589.7,1807.0,9616,164.8,210.0,18,2,199
1364.9,1733.7,1168,223.2,216.0,18,1,165
1435.6,1717.1,1232,177.4,216.0,18,1,191
1817.7,1973.9,5264,186.7,216.0,18,1,128
1458.2,1601.8,1808,179.1,222.0,18,1,144
1635.8,1846.3,3280,282.5,222.0,18,2,134
1712.9,1924.4,6288,321.2,222.0,18,1,135
1775.2,1991.6,7184,215.1,222.0,18,1,143
1510.0,1749.3,2256,162.8,234.0,18,1,156
1654.2,1736.6,2832,308.8,234.0,18,1,128
1805.5,1921.0,4240,181.1,234.0,18,1,131
1879.8,1973.4,5584,168.0,234.0,18,1,119
1889.7,2011.9,6224,152.4,234.0,18,1,134
1828.9,1989.4,7184,180.6,234.0,18,1,146
1511.4,1557.9,1616,160.0,240.0,18,1,115
1839.7,1836.7,7760,182.6,240.0,18,1,142
1551.6,1729.5,2320,175.2,246.0,18,1,166
1789.1,1782.5,3024,248.9,252.0,18,1,136
1842.8,1802.0,4304,249.5,252.0,18,1,158
1910.1,1992.6,6352,158.4,252.0,18,1,133
1589.9,1573.3,1488,167.0,258.0,18,1,145
1774.7,1699.3,2832,293.5,258.0,18,1,150
1927.4,2026.6,6864,149.6,258.0,18,1,159
1912.8,2010.3,7120,125.7,258.0,18,1,116
1940.2,1948.5,7376,144.3,258.0,18,1,142
1943.0,1905.0,7440,167.6,258.0,18,1,188
1714.4,1720.2,8720,162.7,258.0,18,1,104
1668.8,1671.7,9552,235.9,258.0,18,1,103
1591.0,1741.4,2256,140.4,264.0,18,1,216
1901.7,1760.3,3536,260.1,264.0,18,1,141
1965.9,1949.6,5648,167.4,264.0,18,1,139
1955.3,1948.3,7376,142.2,264.0,18,1,125
1945.4,2015.2,7056,133.4,270.0,18,1,140
1638.9,1736.9,2320,153.5,276.0,18,1,167
1886.6,1775.1,3344,261.7,276.0,18,1,110
1985.0,1932.2,5520,179.7,276.0,18,1,136
1950.8,2028.3,6800,141.6,276.0,18,1,148
1992.8,1925.9,7440,143.9,276.0,18,1,133
2009.4,1708.4,3664,337.2,282.0,18,1,160
1979.0,1929.1,7184,211.1,282.0,18,1,147
1880.6,1628.2,8464,244.9,282.0,18,1,169
1922.5,1706.6,2768,296.9,288.0,18,1,103
1951.7,1709.0,3280,343.1,288.0,18,1,159
2004.9,1992.1,5712,133.5,288.0,18,2,149
1733.7,1654.3,9744,248.3,288.0,18,1,170
2002.8,1075.4,10896,375.8,288.0,18,1,179
1717.9,1527.1,1488,229.3,294.0,18,1,155
2053.5,1987.7,6160,147.7,294.0,18,1,118
1714.2,1537.8,1424,209.8,300.0,18,1,136
2015.0,2028.1,7056,139.1,300.0,18,1,135
2122.1,1883.5,5200,236.3,306.0,18,1,150
2024.1,1723.0,8144,226.6,306.0,18,2,151
2111.6,1832.3,3728,250.4,312.0,18,1,161
2156.0,989.3,11024,203.4,318.0,18,1,149
2098.4,1935.7,4624,238.5,330.0,18,1,145
2362.6,862.6,11088,305.2,330.0,18,1,163
1975.3,1539.2,10768,275.0,336.0,18,1,168
2078.7,1766.1,9104,273.2,342.0,18,2,151
2155.9,2146.0,4560,293.3,18.0,19,1,124
1924.7,2045.1,9744,309.2,30.0,19,1,164
1802.8,2001.1,1296,307.8,48.0,19,1,156
1703.9,1846.4,1936,153.3,48.0,19,1,166
1808.4,1964.1,10320,229.2,48.0,19,1,148
1685.5,1884.8,1808,188.4,60.0,19,1,157
1985.1,2216.3,4624,186.3,60.0,19,1,112
1948.8,2036.3,8144,142.3,66.0,19,1,128
1807.5,1838.2,10768,204.9,66.0,19,1,172
1708.0,1956.9,10320,171.6,72.0,19,1,164
1979.2,2297.3,5904,170.7,78.0,19,1,146
2019.7,2280.8,6096,147.2,78.0,19,1,133
1769.9,2044.8,8784,184.4,78.0,19,1,173
1575.5,2151.0,1168,287.7,84.0,19,1,159
1879.7,2230.5,3344,196.2,84.0,19,1,147
1990.8,2285.3,7376,196.7,84.0,19,1,130
1836.1,2027.5,9168,170.2,84.0,19,1,141
1635.0,2102.8,10000,253.7,84.0,19,1,118
1963.5,2265.3,5008,216.1,90.0,19,1,150
1969.0,2193.8,7632,162.8,90.0,19,1,152
1829.7,2032.3,8464,164.6,90.0,19,1,154
1572.0,2021.0,2128,165.2,96.0,19,1,165
1948.2,2296.8,7248,168.9,96.0,19,1,160
1625.4,1948.1,10704,205.2,96.0,19,1,169
1920.4,2285.8,6288,149.8,102.0,19,1,144
1912.4,2233.9,5072,185.9,108.0,19,1,146
1910.4,2265.9,6288,133.2,108.0,19,1,138
1516.8,2115.9,10064,287.9,108.0,19,1,154
1886.6,2277.5,7376,205.6,114.0,19,1,154
1863.5,2146.4,7760,165.9,114.0,19,1,118
1816.0,2020.9,8208,134.1,114.0,19,1,144
1737.7,2296.5,4560,278.5,120.0,19,1,132
1842.6,2331.0,6800,186.9,120.0,19,1,147
1888.4,2276.9,6416,148.4,126.0,19,1,148
1847.1,2283.9,7056,167.2,126.0,19,1,146
1657.4,2111.1,2576,180.7,132.0,19,1,134
1795.7,2012.1,8144,142.3,132.0,19,1,122
1734.6,2193.0,4496,240.1,138.0,19,1,135
1785.1,2126.2,7760,196.3,138.0,19,1,146
1677.5,2001.4,8144,233.7,156.0,19,1,139
1582.2,2060.2,2896,268.5,168.0,19,1,134
1420.6,1882.8,9808,254.9,174.0,19,1,148
1362.1,1796.7,10192,316.7,186.0,19,1,148
1515.1,1923.0,3216,332.7,198.0,19,1,161
1676.7,1907.3,2896,194.1,210.0,19,1,159
1804.2,2054.2,6288,170.1,210.0,19,2,137
1585.7,1804.7,9616,169.4,210.0,19,2,198
1777.8,1920.8,3664,199.7,216.0,19,1,128
1812.7,1970.3,5264,192.8,216.0,19,1,149
1631.3,1842.3,3280,288.5,222.0,19,1,162
1749.8,1863.5,4112,264.0,222.0,19,1,140
1769.9,1986.8,7184,222.2,222.0,19,1,146
1500.7,1598.9,1424,162.3,228.0,19,1,160
1508.5,1576.8,1488,197.5,234.0,19,1,153
1490.9,1576.9,1552,171.9,234.0,19,1,119
1476.9,1538.7,1616,194.9,234.0,19,1,182
1495.5,1589.8,1808,163.0,234.0,19,1,148
1806.4,1855.3,3664,226.0,234.0,19,1,111
1802.6,1917.0,4240,186.0,234.0,19,1,129
1872.6,1963.5,5584,180.3,234.0,19,1,117
1723.2,1690.0,3856,383.9,240.0,19,1,112
1780.0,1741.8,8208,180.9,240.0,19,1,156
1512.7,1540.1,1680,171.2,246.0,19,1,175
1511.0,1717.7,2192,173.4,246.0,19,1,142
1864.8,1840.5,4048,233.2,246.0,19,1,113
1507.4,1570.0,1744,140.3,252.0,19,1,151
1558.3,1584.5,2000,149.9,252.0,19,1,158
1761.9,1794.4,3088,261.1,252.0,19,1,149
1930.8,1954.0,5648,170.4,252.0,19,1,141
1670.8,1677.4,8784,196.7,252.0,19,1,125
1937.6,1925.6,5328,167.8,258.0,19,1,167
1959.1,1961.3,6160,164.9,258.0,19,1,125
1715.9,1663.1,8912,178.1,258.0,19,1,128
1965.4,1944.9,5648,172.1,264.0,19,1,136
1620.3,1741.5,2256,140.2,276.0,19,1,172
1959.3,2016.8,7056,132.6,276.0,19,1,142
1993.6,1918.5,7440,151.3,276.0,19,1,123
2006.7,2004.8,5840,120.3,282.0,19,1,149
2018.7,1997.6,6096,142.3,282.0,19,1,160
2044.1,1738.1,4112,317.6,288.0,19,1,135
2006.7,1986.5,5712,139.3,288.0,19,1,148
1819.2,1622.3,9616,280.9,288.0,19,1,169
2036.2,2000.1,5840,134.0,294.0,19,1,142
2048.4,1861.3,4432,225.8,306.0,19,1,142
2028.3,1880.1,4688,224.0,306.0,19,1,126
2027.2,1718.8,8144,231.8,306.0,19,1,102
1742.6,1553.8,1808,226.0,312.0,19,1,170
1883.1,1569.8,1936,325.3,330.0,19,1,148
2367.2,859.9,11088,310.5,330.0,19,2,144
2097.1,1944.0,3536,184.2,336.0,19,1,123
2171.3,2078.3,6864,232.8,336.0,19,1,137
1913.3,1843.6,1040,429.4,342.0,19,1,146
2083.0,1764.7,9104,277.7,342.0,19,1,100
2145.2,1982.7,3600,217.6,348.0,19,1,152
2159.4,1199.4,10960,241.3,348.0,19,1,134
2135.2,2170.3,4176,239.0,30.0,20,1,116
1876.9,2024.9,8656,188.2,60.0,20,1,132
2045.7,2308.1,7248,196.3,66.0,20,1,144
1942.0,2059.1,8208,175.8,66.0,20,1,140
1668.3,2136.4,10064,300.9,78.0,20,1,160
1513.2,2219.8,976,170.9,84.0,20,1,138
1632.5,2111.7,1296,341.2,84.0,20,1,154
1986.2,2265.7,5008,217.7,84.0,20,1,144
1982.9,2302.3,5712,184.3,84.0,20,1,151
1647.7,2004.7,10448,204.2,84.0,20,1,157
1818.3,2030.5,9168,172.3,90.0,20,1,131
1915.1,2334.0,4112,295.5,96.0,20,1,201
1881.6,2356.3,4240,290.5,96.0,20,1,127
1902.0,2306.8,7120,177.4,102.0,20,1,154
1532.8,1997.8,2064,173.3,108.0,20,1,134
1837.3,2052.5,8272,178.6,108.0,20,1,149
