z,theta_deg,r_l1_vox,r_um,k_inner,k_outer,n_in_pack,material
8208,294.0,373.3,6451,37,39,3,1
8208,294.0,384.9,6651,37,39,3,1
8208,294.0,419.8,7253,41,42,2,1
8208,300.0,41.9,724,4,5,4,1
8208,300.0,53.2,920,4,5,4,1
8208,300.0,64.6,1117,4,5,4,1
8208,300.0,86.8,1499,5,6,2,1
8208,300.0,185.4,3203,14,16,2,1
8208,300.0,368.3,6365,34,36,3,1
8208,300.0,376.9,6513,34,36,3,1
8208,300.0,415.2,7176,38,39,4,1
8208,300.0,425.0,7344,38,39,4,1
8208,300.0,434.8,7512,38,39,4,1
8208,300.0,519.2,8971,44,45,3,1
8208,300.0,531.3,9181,44,45,3,1
8208,306.0,43.5,752,4,5,6,1
8208,306.0,54.5,942,4,5,6,1
8208,306.0,65.5,1132,4,5,6,1
8208,306.0,76.5,1322,4,5,6,1
8208,306.0,87.5,1512,4,5,6,1
8208,306.0,268.6,4642,18,20,2,1
8208,306.0,412.8,7132,33,34,2,1
8208,306.0,511.5,8839,42,44,2,1
8208,306.0,556.7,9619,47,50,2,1
8208,312.0,24.5,423,1,4,2,1
8208,312.0,48.2,834,4,5,6,1
8208,312.0,61.0,1054,4,5,6,1
8208,312.0,73.8,1274,4,5,6,1
8208,312.0,86.5,1495,4,5,6,1
8208,312.0,99.2,1715,4,5,6,1
8208,312.0,175.8,3038,9,11,3,1
8208,312.0,187.9,3247,9,11,3,1
8208,312.0,302.2,5223,20,21,2,1
8208,312.0,435.8,7530,32,33,2,1
8208,312.0,481.1,8313,36,37,2,1
8208,312.0,596.8,10312,49,50,2,1
8208,318.0,31.0,536,3,4,2,1
8208,318.0,53.2,919,4,5,6,1
8208,318.0,66.3,1146,4,5,6,1
8208,318.0,79.5,1374,4,5,6,1
8208,318.0,92.7,1601,4,5,6,1
8208,318.0,105.8,1829,4,5,6,1
8208,318.0,132.8,2294,5,6,2,1
8208,318.0,160.8,2778,6,7,2,1
8208,318.0,288.9,4992,19,20,2,1
8208,318.0,344.5,5953,25,26,2,1
8208,318.0,365.0,6307,26,27,2,1
8208,318.0,437.0,7551,32,33,2,1
8208,318.0,486.2,8402,36,37,2,1
8208,318.0,527.7,9118,40,41,3,1
8208,318.0,536.3,9268,40,41,3,1
8208,318.0,563.0,9729,42,43,2,1
8208,324.0,53.9,931,5,6,14,1
8208,324.0,63.7,1101,5,6,14,1
8208,324.0,73.6,1271,5,6,14,1
8208,324.0,83.4,1442,5,6,14,1
8208,324.0,93.3,1612,5,6,14,1
8208,324.0,103.1,1782,5,6,14,1
8208,324.0,113.0,1953,5,6,14,1
8208,324.0,122.9,2123,5,6,14,1
8208,324.0,132.7,2293,5,6,14,1
8208,324.0,142.6,2464,5,6,14,1
8208,324.0,152.4,2634,5,6,14,1
8208,324.0,162.3,2804,5,6,14,1
8208,324.0,172.1,2975,5,6,14,1
8208,324.0,322.0,5564,19,20,2,1
8208,324.0,436.8,7547,29,30,2,1
8208,324.0,472.8,8169,33,34,2,1
8208,324.0,680.1,11753,54,56,2,1
8208,324.0,701.2,12118,56,57,2,1
8208,330.0,43.5,752,4,5,2,1
8208,330.0,65.2,1127,5,6,11,1
8208,330.0,79.0,1364,5,6,11,1
8208,330.0,92.7,1602,5,6,11,1
8208,330.0,106.4,1839,5,6,11,1
8208,330.0,120.1,2076,5,6,11,1
8208,330.0,133.9,2313,5,6,11,1
8208,330.0,147.6,2550,5,6,11,1
8208,330.0,161.3,2788,5,6,11,1
8208,330.0,175.0,3025,5,6,11,1
8208,330.0,188.8,3262,5,6,11,1
8208,330.0,283.8,4903,12,13,2,1
8208,330.0,434.5,7508,27,28,2,1
8208,330.0,457.0,7897,28,30,3,1
8208,330.0,469.5,8113,28,30,3,1
8208,330.0,517.8,8947,34,35,2,1
8208,330.0,537.5,9288,35,36,2,1
8208,330.0,582.0,10057,39,40,2,1
8208,330.0,646.6,11174,44,46,2,1
8208,330.0,745.5,12882,53,54,2,1
8208,330.0,765.8,13232,54,55,4,1
8208,330.0,775.0,13392,54,55,4,1
8208,330.0,784.2,13552,54,55,4,1
8208,336.0,54.2,936,4,6,15,1
8208,336.0,65.1,1125,4,6,15,1
8208,336.0,76.0,1313,4,6,15,1
8208,336.0,86.9,1502,4,6,15,1
8208,336.0,97.8,1691,4,6,15,1
8208,336.0,108.8,1879,4,6,15,1
8208,336.0,119.7,2068,4,6,15,1
8208,336.0,130.6,2256,4,6,15,1
8208,336.0,141.5,2445,4,6,15,1
8208,336.0,152.4,2634,4,6,15,1
8208,336.0,163.3,2822,4,6,15,1
8208,336.0,174.2,3011,4,6,15,1
8208,336.0,185.2,3200,4,6,15,1
8208,336.0,196.1,3388,4,6,15,1
8208,336.0,299.5,5175,13,14,2,1
8208,336.0,330.2,5707,15,16,2,1
8208,336.0,401.2,6934,22,23,2,1
8208,336.0,474.8,8204,30,31,2,1
8208,336.0,563.7,9740,38,39,3,1
8208,336.0,575.3,9942,38,39,3,1
8208,342.0,67.5,1166,4,5,4,1
8208,342.0,82.5,1426,4,5,4,1
8208,342.0,97.5,1685,4,5,4,1
8208,342.0,128.7,2223,5,6,3,1
8208,342.0,144.8,2503,5,6,3,1
8208,342.0,190.4,3290,7,9,2,1
8208,342.0,217.9,3765,9,11,2,1
8208,342.0,326.2,5638,18,19,2,1
8208,342.0,397.2,6864,23,24,2,1
8208,342.0,477.5,8251,30,31,2,1
8208,342.0,646.0,11163,41,42,2,1
8208,342.0,804.5,13902,51,52,2,1
8208,342.0,827.0,14291,52,53,2,1
8208,342.0,850.4,14694,53,54,4,1
8208,342.0,864.2,14934,53,54,4,1
8208,342.0,878.1,15174,53,54,4,1
8208,342.0,948.0,16381,57,58,2,1
8208,342.0,1041.0,17988,62,64,2,1
8208,342.0,1073.9,18558,64,67,3,1
8208,342.0,1089.7,18830,64,67,3,1
8208,348.0,55.8,963,3,4,2,1
8208,348.0,78.8,1362,4,5,12,1
8208,348.0,90.6,1566,4,5,12,1
8208,348.0,102.4,1770,4,5,12,1
8208,348.0,114.2,1974,4,5,12,1
8208,348.0,126.1,2178,4,5,12,1
8208,348.0,137.9,2382,4,5,12,1
8208,348.0,149.7,2587,4,5,12,1
8208,348.0,161.5,2791,4,5,12,1
8208,348.0,173.3,2995,4,5,12,1
8208,348.0,185.1,3199,4,5,12,1
8208,348.0,196.9,3403,4,5,12,1
8208,348.0,217.9,3766,5,7,4,1
8208,348.0,227.1,3925,5,7,4,1
8208,348.0,236.3,4083,5,7,4,1
8208,348.0,254.7,4401,7,8,3,1
8208,348.0,263.8,4559,7,8,3,1
8208,348.0,315.8,5456,11,12,2,1
8208,348.0,343.2,5931,13,14,2,1
8208,348.0,364.2,6294,14,16,4,1
8208,348.0,374.5,6471,14,16,4,1
8208,348.0,384.8,6648,14,16,4,1
8208,348.0,445.4,7696,21,22,2,1
8208,348.0,561.4,9701,31,32,6,1
8208,348.0,572.3,9890,31,32,6,1
8208,348.0,583.2,10079,31,32,6,1
8208,348.0,594.2,10267,31,32,6,1
8208,348.0,605.1,10456,31,32,6,1
8208,348.0,627.5,10843,32,33,2,1
8208,348.0,686.8,11867,36,37,2,1
8208,348.0,712.5,12312,37,38,2,1
8208,348.0,820.8,14183,43,44,2,1
8208,348.0,878.9,15187,45,46,4,1
8208,348.0,897.2,15504,45,46,4,1
8208,348.0,915.6,15822,45,46,4,1
8208,348.0,955.3,16508,46,47,3,1
8208,348.0,976.7,16877,46,47,3,1
8208,348.0,1050.8,18157,49,50,2,1
8208,348.0,1085.0,18749,50,51,2,1
8208,348.0,1163.0,20097,55,56,2,1
8208,354.0,83.5,1443,3,4,2,1
8208,354.0,118.9,2054,4,5,11,1
8208,354.0,136.2,2354,4,5,11,1
8208,354.0,153.6,2654,4,5,11,1
8208,354.0,171.0,2954,4,5,11,1
8208,354.0,188.3,3254,4,5,11,1
8208,354.0,205.7,3554,4,5,11,1
8208,354.0,223.0,3854,4,5,11,1
8208,354.0,240.4,4154,4,5,11,1
8208,354.0,257.8,4454,4,5,11,1
8208,354.0,275.1,4754,4,5,11,1
8208,354.0,310.3,5363,5,6,3,1
8208,354.0,328.2,5671,5,6,3,1
8208,354.0,623.5,10774,20,21,2,1
8208,354.0,738.8,12766,26,27,2,1
8208,354.0,777.2,13431,27,28,2,1
8208,354.0,846.0,14619,31,32,3,1
8208,354.0,865.0,14947,31,32,3,1
8208,354.0,930.7,16082,33,34,3,1
8208,354.0,955.3,16508,33,34,3,1
8208,354.0,1046.6,18086,36,37,4,1
8208,354.0,1064.2,18390,36,37,4,1
8208,354.0,1081.9,18695,36,37,4,1
8208,354.0,1161.2,20066,40,41,2,1
8240,0.0,109.0,1884,1,2,3,1
8240,0.0,132.0,2281,1,2,3,1
8240,0.0,181.5,3136,2,3,3,1
8240,0.0,208.0,3594,2,3,3,1
8240,0.0,386.8,6683,8,9,2,1
8240,0.0,495.0,8554,11,12,2,1
8240,0.0,536.8,9275,12,13,2,1
8240,0.0,612.8,10588,15,16,2,1
8240,0.0,707.2,12221,20,21,2,1
8240,0.0,738.8,12766,21,22,2,1
8240,0.0,814.2,14070,25,26,2,1
8240,0.0,896.8,15496,29,30,4,1
8240,0.0,915.0,15811,29,30,4,1
8240,0.0,933.2,16127,29,30,4,1
8240,0.0,1018.0,17591,32,33,2,1
8240,0.0,1078.8,18641,34,35,2,1
8240,0.0,1158.0,20010,36,37,2,1
8240,0.0,1196.5,20676,37,38,2,1
8240,0.0,1323.7,22873,43,44,3,1
8240,0.0,1338.3,23126,43,44,3,1
8240,0.0,1446.0,24987,53,54,2,1
8240,6.0,224.8,3884,3,4,2,1
8240,6.0,259.2,4480,4,5,2,1
8240,6.0,283.0,4890,5,6,2,1
8240,6.0,337.5,5832,8,9,2,1
8240,6.0,395.5,6834,10,11,2,1
8240,6.0,432.8,7478,11,12,2,1
8240,6.0,588.8,10175,19,20,2,1
8240,6.0,636.8,11003,23,24,2,1
8240,6.0,769.2,13293,30,32,2,1
8240,6.0,1038.1,17939,48,49,2,1
8240,6.0,1238.4,21399,59,60,4,0
8240,6.0,1258.8,21751,59,60,4,1
8240,6.0,1279.1,22103,59,60,4,0
8240,12.0,107.5,1858,2,3,4,1
8240,12.0,119.0,2056,2,3,4,1
8240,12.0,130.5,2255,2,3,4,1
8240,12.0,152.2,2629,3,4,3,1
8240,12.0,162.3,2805,3,4,3,1
8240,12.0,183.8,3177,4,5,3,1
8240,12.0,195.2,3372,4,5,3,1
8240,12.0,452.0,7811,19,20,2,1
8240,12.0,597.5,10325,27,28,2,1
8240,12.0,667.0,11526,31,32,2,1
8240,12.0,716.0,12372,34,35,2,1
8240,12.0,852.4,14729,46,47,2,1
8240,18.0,105.0,1814,3,4,2,1
8240,18.0,147.8,2553,5,6,2,1
8240,18.0,208.5,3603,8,9,2,1
8240,18.0,325.2,5620,17,18,2,1
8240,18.0,639.0,11042,38,39,2,1
8240,18.0,701.8,12126,42,43,2,1
8240,18.0,797.9,13788,49,52,2,1
8240,18.0,820.0,14170,52,56,2,1
8240,24.0,76.0,1313,3,4,2,1
8240,24.0,116.0,2004,4,5,2,1
8240,24.0,152.8,2641,5,6,3,1
8240,24.0,166.7,2880,5,6,3,1
8240,24.0,190.2,3288,6,7,2,1
8240,24.0,213.0,3681,7,8,2,1
8240,24.0,270.2,4670,11,12,2,1
8240,24.0,393.5,6800,19,21,2,1
8240,24.0,627.2,10839,40,41,2,1
8240,24.0,660.5,11413,41,42,3,1
8240,24.0,677.0,11699,41,42,3,1
8240,24.0,705.6,12193,42,43,2,1
8240,24.0,749.8,12956,45,46,2,1
8240,30.0,55.0,950,2,3,2,1
8240,30.0,140.0,2419,7,8,2,1
8240,30.0,324.8,5612,19,20,2,1
8240,30.0,411.4,7109,26,28,2,1
8240,30.0,486.8,8411,34,35,2,1
8240,30.0,610.2,10544,44,45,2,1
8240,36.0,116.8,2017,7,8,2,1
8240,36.0,175.0,3024,11,12,2,1
8240,36.0,330.2,5707,25,26,2,1
8240,36.0,370.8,6407,29,30,2,1
8240,36.0,515.8,8912,42,43,2,1
8240,36.0,564.8,9759,46,47,2,1
8240,36.0,631.5,10912,53,54,2,0
8240,42.0,118.2,2042,9,10,2,1
8240,42.0,158.5,2739,13,14,2,1
8240,42.0,257.0,4441,21,22,2,1
8240,42.0,470.5,8130,41,42,2,1
8240,42.0,491.2,8489,42,43,2,1
8240,48.0,86.2,1490,6,7,2,1
8240,48.0,142.2,2458,10,11,2,1
8240,48.0,317.5,5486,27,28,2,1
8240,48.0,426.5,7370,36,38,2,1
8240,48.0,461.8,7979,39,40,2,1
8240,54.0,218.1,3768,21,22,3,1
8240,54.0,227.2,3925,21,22,3,1
8240,54.0,315.5,5452,30,31,2,1
8240,54.0,344.0,5944,32,33,2,1
8240,54.0,414.8,7167,38,39,2,1
8240,54.0,487.6,8425,45,46,3,1
8240,54.0,495.7,8565,45,46,3,1
8240,60.0,139.8,2415,14,15,2,1
8240,60.0,203.0,3508,19,20,2,1
8240,60.0,234.2,4048,21,22,2,1
8240,60.0,278.8,4817,26,27,2,1
8240,60.0,297.2,5136,27,30,2,1
8240,60.0,318.5,5504,30,31,2,1
8240,60.0,342.5,5918,31,33,2,1
8240,60.0,375.2,6484,34,35,2,1
8240,60.0,408.5,7059,38,39,2,1
8240,60.0,457.3,7903,42,43,2,1
8240,66.0,130.2,2251,14,15,2,1
8240,66.0,183.1,3164,18,20,2,1
8240,66.0,207.5,3586,20,21,2,1
8240,66.0,414.8,7167,38,39,2,1
8240,72.0,122.0,2108,13,14,2,1
8240,72.0,135.9,2349,14,15,2,1
8240,72.0,308.2,5327,31,32,2,1
8240,72.0,366.8,6337,35,39,2,1
8240,78.0,117.5,2030,13,14,3,1
8240,78.0,124.5,2151,13,14,3,1
8240,78.0,139.6,2412,14,19,3,1
8240,78.0,147.7,2552,14,19,3,1
8240,78.0,165.1,2853,19,21,2,1
8240,78.0,182.3,3151,21,22,3,1
8240,78.0,190.2,3286,21,22,3,1
8240,78.0,288.0,4977,31,32,3,1
8240,78.0,297.5,5141,31,32,3,1
8240,78.0,366.9,6341,37,39,2,1
8240,78.0,387.4,6695,39,43,2,1
8240,78.0,406.2,7020,43,45,2,1
8240,84.0,137.2,2370,15,16,3,1
8240,84.0,146.3,2529,15,16,3,1
8240,84.0,164.1,2836,16,17,2,1
8240,84.0,251.9,4353,23,27,2,1
8240,84.0,354.9,6132,36,38,2,1
8240,90.0,253.5,4380,27,28,2,1
8240,90.0,327.6,5661,33,36,2,1
8240,90.0,394.5,6817,40,41,2,1
8240,90.0,422.6,7303,41,48,2,1
8240,96.0,133.2,2301,14,16,2,1
8240,96.0,153.2,2647,16,19,2,1
8240,96.0,171.8,2968,19,20,2,1
8240,96.0,332.3,5743,34,37,2,1
8240,96.0,394.5,6817,42,44,3,1
8240,96.0,405.5,7006,42,44,3,1
8240,96.0,426.3,7366,44,52,3,1
8240,96.0,436.1,7537,44,52,3,1
8240,102.0,160.0,2765,17,18,2,1
8240,102.0,246.7,4262,26,28,3,1
8240,102.0,255.1,4408,26,28,3,1
8240,102.0,332.8,5751,33,36,2,1
8240,102.0,396.4,6850,42,43,2,1
8240,108.0,35.5,613,3,4,2,1
8240,108.0,52.5,907,4,8,2,1
8240,108.0,94.7,1636,11,12,3,1
8240,108.0,101.8,1760,11,12,3,1
8240,108.0,137.6,2377,15,16,3,1
8240,108.0,144.2,2491,15,16,3,1
8240,108.0,159.5,2756,16,18,2,1
8240,108.0,175.9,3039,18,20,2,1
8240,108.0,486.2,8402,49,50,2,1
8240,114.0,36.2,625,3,4,2,1
8240,114.0,53.4,923,4,8,2,1
8240,114.0,100.8,1741,11,12,2,1
8240,114.0,168.0,2903,17,18,2,1
8240,114.0,241.2,4169,24,25,2,1
8240,114.0,290.1,5013,28,30,2,1
8240,114.0,319.0,5512,31,32,2,1
8240,114.0,460.5,7957,43,44,2,1
8240,120.0,103.8,1793,12,13,2,1
8240,120.0,234.2,4046,25,27,3,1
8240,120.0,245.1,4235,25,27,3,1
8240,120.0,266.1,4598,27,28,3,1
8240,120.0,276.2,4772,27,28,3,1
8240,120.0,296.9,5130,28,34,2,1
8240,120.0,349.9,6046,37,39,2,1
8240,120.0,406.2,7020,43,44,2,1
8240,120.0,478.5,8268,50,51,2,1
8240,126.0,77.8,1344,7,8,2,1
8240,126.0,162.5,2808,15,16,2,1
8240,126.0,182.8,3158,16,19,2,1
8240,126.0,217.2,3754,21,22,2,1
8240,126.0,258.1,4460,24,25,4,1
8240,126.0,267.8,4627,24,25,4,1
8240,126.0,277.4,4793,24,25,4,1
8240,126.0,297.0,5133,25,26,2,1
8240,126.0,319.8,5526,26,31,2,1
8240,126.0,409.2,7072,39,40,2,1
8240,132.0,82.5,1426,7,8,2,1
8240,132.0,113.2,1957,10,11,3,1
8240,132.0,122.5,2117,10,11,3,1
8240,132.0,235.5,4069,23,25,2,1
8240,132.0,275.8,4765,27,28,2,1
8240,132.0,299.5,5175,28,29,2,1
8240,132.0,421.7,7286,40,41,3,1
8240,132.0,429.3,7419,40,41,3,1
8240,132.0,442.8,7651,41,42,2,1
8240,132.0,462.5,7992,43,44,2,1
8240,138.0,28.5,492,2,3,2,1
8240,138.0,76.0,1313,7,8,2,1
8240,138.0,91.0,1572,8,11,2,1
8240,138.0,121.0,2091,12,13,2,1
8240,138.0,184.8,3192,18,19,2,1
8240,138.0,259.5,4484,25,26,2,1
8240,138.0,357.0,6169,35,36,2,1
8240,138.0,384.6,6646,37,38,2,1
8240,138.0,406.8,7029,38,40,2,1
8240,138.0,426.9,7376,40,42,2,1
8240,138.0,472.0,8156,45,46,3,1
8240,138.0,482.5,8338,45,46,3,1
8240,138.0,505.0,8726,46,48,4,1
8240,138.0,517.0,8934,46,48,4,1
8240,138.0,529.0,9141,46,48,4,1
8240,144.0,134.2,2320,12,13,2,1
8240,144.0,324.0,5599,31,32,2,1
8240,144.0,338.3,5846,32,33,3,1
8240,144.0,345.7,5973,32,33,3,1
8240,144.0,381.7,6595,35,36,3,1
8240,144.0,390.3,6745,35,36,3,1
8240,144.0,430.8,7443,39,40,2,1
8240,144.0,454.1,7847,40,41,4,1
8240,144.0,465.2,8040,40,41,4,1
8240,144.0,476.4,8232,40,41,4,1
8240,150.0,51.5,890,3,4,2,1
8240,150.0,81.2,1404,5,6,2,1
8240,150.0,110.1,1903,7,8,2,1
8240,150.0,157.5,2722,11,12,2,1
8240,150.0,202.5,3499,14,15,2,1
8240,150.0,255.5,4415,18,19,2,1
8240,150.0,362.5,6264,28,29,2,1
8240,150.0,404.8,6994,32,33,2,1
8240,150.0,428.5,7404,33,34,2,1
8240,150.0,470.4,8128,35,36,4,1
8240,150.0,483.2,8351,35,36,4,1
8240,150.0,496.1,8573,35,36,4,1
8240,150.0,560.0,9677,40,41,2,1
8240,150.0,584.1,10094,41,42,2,1
8240,150.0,610.0,10541,42,44,3,1
8240,150.0,624.2,10787,42,44,3,1
8240,156.0,39.5,683,2,3,2,1
8240,156.0,88.2,1525,6,7,2,1
8240,156.0,229.5,3966,16,18,2,1
8240,156.0,270.2,4670,19,20,2,1
8240,156.0,318.8,5508,22,23,2,1
8240,156.0,471.5,8148,33,34,2,1
8240,156.0,596.8,10312,42,43,4,1
8240,156.0,611.0,10558,42,43,4,1
8240,156.0,625.2,10804,42,43,4,1
8240,156.0,660.8,11418,44,45,2,1
8240,156.0,717.8,12404,47,49,3,1
8240,156.0,733.7,12678,47,49,3,1
8240,156.0,765.8,13234,49,50,3,1
8240,156.0,782.2,13516,49,50,3,1
8240,156.0,813.2,14053,50,51,2,1
8240,156.0,837.5,14472,51,52,2,1
8240,156.0,856.4,14798,52,53,2,1
8240,156.0,898.2,15522,56,57,2,1
8240,156.0,919.5,15889,57,58,2,1
8240,156.0,941.4,16268,58,59,3,1
8240,156.0,953.8,16482,58,59,3,1
8240,156.0,995.0,17194,61,63,3,1
8240,156.0,1012.2,17492,61,63,3,1
8240,156.0,1047.1,18094,63,69,2,1
8240,156.0,1080.0,18662,69,75,4,1
8240,156.0,1095.2,18926,69,75,4,1
8240,156.0,1110.5,19189,69,75,4,1
8240,156.0,1142.9,19749,75,77,2,1
8240,156.0,1195.8,20663,79,80,4,1
8240,156.0,1211.5,20935,79,80,4,1
8240,156.0,1227.2,21207,79,80,4,1
8240,162.0,47.5,821,2,3,2,1
8240,162.0,105.0,1814,6,7,2,1
8240,162.0,130.0,2246,7,8,2,1
8240,162.0,217.5,3758,13,14,2,1
8240,162.0,341.0,5892,20,21,2,1
8240,162.0,418.7,7235,25,26,3,1
8240,162.0,430.8,7445,25,26,3,1
8240,162.0,454.5,7854,26,27,2,1
8240,162.0,476.5,8234,27,28,2,1
8240,162.0,536.0,9262,32,33,2,1
8240,162.0,560.5,9685,33,34,3,1
8240,162.0,574.5,9927,33,34,3,1
8240,162.0,643.0,11111,38,39,3,1
8240,162.0,657.0,11353,38,39,3,1
8240,162.0,741.5,12813,45,46,3,1
8240,162.0,758.5,13107,45,46,3,1
8240,162.0,871.8,15064,51,52,2,1
8240,162.0,967.5,16718,58,59,2,1
8240,162.0,989.3,17096,59,61,3,1
8240,162.0,999.2,17266,59,61,3,1
8240,162.0,1023.5,17686,61,63,2,1
8240,162.0,1054.5,18222,63,65,3,1
8240,162.0,1071.0,18507,63,65,3,1
8240,162.0,1133.2,19583,70,71,2,1
8240,162.0,1219.7,21076,76,77,3,1
8240,162.0,1230.3,21260,76,77,3,1
8240,162.0,1348.2,23298,85,86,2,1
8240,168.0,62.2,1076,2,3,2,0
8240,168.0,88.2,1525,3,4,2,1
8240,168.0,135.8,2346,6,7,2,1
8240,168.0,160.0,2765,7,8,2,1
8240,168.0,192.0,3318,9,10,2,1
8240,168.0,223.8,3866,11,12,2,1
8240,168.0,266.0,4596,14,15,3,1
8240,168.0,276.5,4778,14,15,3,1
8240,168.0,299.2,5171,15,16,2,1
8240,168.0,662.2,11444,34,35,2,1
8240,168.0,702.7,12142,35,36,3,1
8240,168.0,720.8,12456,35,36,3,1
8240,168.0,777.9,13442,37,39,2,1
8240,168.0,953.6,16479,51,52,4,1
8240,168.0,969.8,16757,51,52,4,1
8240,168.0,985.9,17036,51,52,4,1
8240,168.0,1095.3,18927,61,62,3,1
8240,168.0,1104.7,19089,61,62,3,1
8240,168.0,1249.9,21598,77,79,2,1
8240,174.0,80.5,1391,2,3,2,1
8240,174.0,108.5,1875,3,4,3,1
8240,174.0,122.0,2108,3,4,3,1
8240,174.0,240.0,4147,10,11,2,1
8240,174.0,350.8,6061,15,16,2,1
8240,174.0,529.0,9141,23,24,2,1
8240,174.0,570.8,9863,24,25,2,1
8240,174.0,611.0,10558,25,26,2,1
8240,174.0,653.4,11290,27,28,4,1
8240,174.0,669.2,11565,27,28,4,1
8240,174.0,685.1,11839,27,28,4,1
8240,174.0,755.0,13046,30,31,4,1
8240,174.0,772.5,13349,30,31,4,1
8240,174.0,790.0,13651,30,31,4,1
8240,174.0,946.5,16356,40,41,2,1
8240,174.0,971.5,16788,41,42,4,1
8240,174.0,984.0,17004,41,42,4,1
8240,174.0,996.5,17220,41,42,4,1
8240,174.0,1149.4,19861,55,57,2,1
8240,174.0,1260.0,21773,65,66,2,1
8240,180.0,329.5,5694,8,9,2,1
8240,180.0,353.7,6111,9,10,3,1
8240,180.0,364.8,6304,9,10,3,1
8240,180.0,401.4,6936,11,12,4,1
8240,180.0,411.2,7106,11,12,4,1
8240,180.0,421.1,7277,11,12,4,1
8240,180.0,547.0,9452,19,20,2,1
8240,180.0,580.0,10022,20,21,2,1
8240,180.0,737.8,12750,23,24,3,1
8240,180.0,748.7,12937,23,24,3,1
8240,180.0,774.5,13383,24,25,2,1
8240,180.0,850.5,14697,30,31,2,0
8240,180.0,880.0,15206,32,33,2,1
8240,180.0,926.5,16010,36,37,2,0
8240,180.0,1196.5,20676,57,58,2,1
8240,180.0,1224.0,21151,58,59,3,1
8240,180.0,1236.5,21367,58,59,3,1
8240,186.0,181.5,3136,2,3,3,1
8240,186.0,196.0,3387,2,3,3,1
8240,186.0,225.9,3903,3,4,4,0
8240,186.0,241.2,4169,3,4,4,1
8240,186.0,256.6,4434,3,4,4,1
8240,186.0,313.0,5409,6,8,3,1
8240,186.0,326.2,5638,6,8,3,1
8240,186.0,354.8,6130,8,9,2,1
8240,186.0,382.8,6614,9,10,2,1
8240,186.0,439.3,7591,12,14,5,1
8240,186.0,450.9,7791,12,14,5,1
8240,186.0,462.4,7990,12,14,5,1
8240,186.0,474.0,8190,12,14,5,1
8240,186.0,494.2,8541,14,16,2,1
8240,186.0,544.8,9415,19,20,3,1
8240,186.0,555.2,9593,19,20,3,1
8240,186.0,576.2,9956,20,23,6,1
8240,186.0,586.8,10140,20,23,6,1
8240,186.0,597.5,10325,20,23,6,1
8240,186.0,608.2,10509,20,23,6,1
8240,186.0,618.8,10693,20,23,6,1
8240,186.0,676.0,11681,27,28,2,1
8240,186.0,704.7,12177,29,30,3,1
8240,186.0,713.8,12335,29,30,3,1
8240,186.0,749.5,12951,32,33,2,1
8240,186.0,764.8,13215,33,34,2,1
8240,186.0,788.8,13630,35,36,2,1
8240,186.0,825.2,14260,38,39,2,1
8240,186.0,885.5,15301,43,44,2,1
8240,186.0,968.2,16731,51,52,2,1
8240,186.0,1003.5,17340,54,56,3,1
8240,186.0,1012.0,17487,54,56,3,1
8240,186.0,1102.7,19054,64,65,3,1
8240,186.0,1110.3,19187,64,65,3,1
8240,192.0,51.7,893,3,4,3,1
8240,192.0,62.8,1086,3,4,3,1
8240,192.0,103.0,1780,7,8,4,1
8240,192.0,117.0,2022,7,8,4,1
8240,192.0,131.0,2264,7,8,4,1
8240,192.0,157.5,2722,8,9,2,1
8240,192.0,181.5,3136,9,10,2,1
8240,192.0,205.2,3545,10,11,6,1
8240,192.0,217.3,3756,10,11,6,1
8240,192.0,229.5,3966,10,11,6,1
8240,192.0,241.7,4176,10,11,6,1
8240,192.0,253.8,4386,10,11,6,1
8240,192.0,286.8,4955,12,13,2,1
8240,192.0,351.8,6078,16,17,2,1
8240,192.0,385.8,6666,18,19,2,1
8240,192.0,544.6,9411,26,27,4,1
8240,192.0,557.2,9629,26,27,4,1
8240,192.0,569.9,9847,26,27,4,1
8240,192.0,593.1,10249,27,28,4,1
8240,192.0,603.8,10433,27,28,4,1
8240,192.0,614.4,10616,27,28,4,1
8240,192.0,644.0,11128,29,30,5,1
8240,192.0,655.0,11318,29,30,5,1
8240,192.0,666.0,11508,29,30,5,1
8240,192.0,677.0,11699,29,30,5,1
8240,192.0,833.8,14407,43,44,2,1
8240,198.0,23.2,400,0,1,3,1
8240,198.0,32.8,567,0,1,3,1
8240,198.0,63.5,1097,2,3,3,1
8240,198.0,77.5,1339,2,3,3,1
8240,198.0,118.0,2039,4,5,2,1
8240,198.0,186.5,3223,8,9,2,1
8240,198.0,209.2,3616,9,10,2,1
8240,198.0,235.2,4065,10,11,2,1
8240,198.0,366.5,6333,20,21,2,1
8240,198.0,526.4,9096,33,34,4,1
8240,198.0,538.8,9310,33,34,4,1
8240,198.0,551.1,9523,33,34,4,1
8240,198.0,578.0,9988,34,36,2,1
8240,198.0,662.2,11444,40,41,2,1
8240,198.0,965.3,16681,69,72,2,1
8240,204.0,119.0,2056,6,7,2,1
8240,204.0,139.0,2402,7,8,2,1
8240,204.0,159.2,2752,8,9,2,1
8240,204.0,190.8,3296,10,11,2,1
8240,204.0,210.8,3642,11,12,2,1
8240,204.0,515.0,8899,37,38,2,1
8240,204.0,572.8,9897,40,41,2,1
8240,204.0,680.5,11759,47,48,2,1
8240,204.0,722.5,12485,50,51,3,1
8240,204.0,732.0,12649,50,51,3,1
8240,204.0,751.3,12983,51,52,3,1
