z,theta_deg,k,r_l1_vox,conf
8624,342.0,53,1056.0,1
8656,30.0,50,701.0,1
8656,144.0,51,507.0,1
8656,234.0,59,634.0,1
8656,246.0,35,380.0,1
8656,246.0,36,389.0,1
8656,246.0,37,408.0,1
8656,246.0,38,415.0,2
8656,246.0,39,426.0,2
8656,282.0,49,531.0,1
8656,282.0,50,543.0,1
8688,12.0,47,1044.0,1
8688,12.0,48,1073.0,1
8688,180.0,59,1154.0,1
8688,246.0,38,449.0,2
8688,246.0,39,459.0,2
8688,246.0,40,473.0,1
8688,312.0,45,680.5,1
8720,12.0,60,1077.5,1
8720,18.0,51,896.5,1
8720,150.0,79,1225.5,1
8720,252.0,51,541.0,1
8720,252.0,52,549.0,1
8720,318.0,41,728.0,1
8752,18.0,44,933.5,1
8752,18.0,45,942.5,1
8752,102.0,45,401.0,1
8752,108.0,47,383.0,2
8752,108.0,48,389.0,2
8752,108.0,49,402.0,1
8752,114.0,51,402.0,1
8752,144.0,50,1006.0,1
8752,150.0,71,1226.0,1
8752,162.0,86,1328.0,1
8752,234.0,53,574.0,1
8752,234.0,54,585.0,1
8752,234.0,55,594.0,1
8752,288.0,30,372.0,1
8752,288.0,31,379.0,1
8752,336.0,65,885.0,1
8752,336.0,66,897.0,1
8752,336.0,67,903.0,1
8784,108.0,46,382.0,1
8784,108.0,47,399.0,2
8784,108.0,48,409.0,2
8784,120.0,47,444.5,1
8784,132.0,43,404.0,1
8784,132.0,44,411.0,1
8784,132.0,45,424.0,1
8784,132.0,46,433.0,1
8784,132.0,47,440.0,1
8784,132.0,48,449.0,1
8784,162.0,84,1277.0,1
8784,276.0,34,368.5,1
8816,6.0,57,1194.0,1
8816,12.0,59,953.0,1
8816,12.0,60,960.0,1
8816,12.0,61,968.0,1
8816,12.0,62,976.0,1
8816,18.0,48,901.0,1
8816,300.0,19,264.0,1
8816,300.0,20,270.0,1
8816,330.0,50,735.5,1
8816,330.0,51,751.5,1
8848,12.0,50,932.0,1
8848,12.0,51,941.0,1
8848,162.0,87,1342.0,1
8848,246.0,53,574.0,1
8848,306.0,20,316.0,1
8848,312.0,29,680.0,1
8848,312.0,30,690.0,1
8848,336.0,42,700.0,1
8848,336.0,43,724.0,1
8848,336.0,44,734.0,1
8848,342.0,59,1075.5,1
8848,342.0,60,1086.5,1
8848,342.0,61,1112.5,1
8880,6.0,61,1103.0,1
8880,12.0,59,953.0,1
8880,18.0,58,939.0,1
8880,168.0,66,1147.0,1
8880,258.0,55,450.0,1
8880,258.0,56,459.0,1
8880,258.0,57,476.0,1
8880,300.0,19,261.0,1
8880,330.0,60,766.0,1
8880,330.0,61,776.0,1
8912,6.0,51,1133.0,1
8912,12.0,52,946.0,1
8912,138.0,35,517.0,1
8912,138.0,36,535.0,1
8912,210.0,72,891.5,1
8912,282.0,23,273.0,1
8912,282.0,24,293.0,1
8912,336.0,62,785.0,1
8912,336.0,63,793.0,1
8944,6.0,74,1137.0,1
8944,18.0,62,997.5,1
8944,18.0,63,1010.5,1
8944,132.0,33,491.5,1
8944,306.0,22,395.0,1
8944,306.0,23,404.0,1
8976,6.0,61,1069.0,1
8976,18.0,72,959.0,1
8976,18.0,73,975.0,1
8976,18.0,74,981.0,1
8976,84.0,35,293.0,1
8976,144.0,52,1085.0,1
8976,156.0,86,1332.0,1
8976,156.0,87,1344.0,1
8976,180.0,69,1085.0,1
8976,210.0,68,900.0,1
8976,294.0,23,563.0,1
8976,294.0,24,572.0,1
8976,336.0,50,886.0,1
8976,336.0,51,897.0,1
9008,6.0,63,1165.5,1
9008,18.0,59,1032.0,1
9008,72.0,30,346.0,1
9008,114.0,31,369.0,1
9008,132.0,31,442.0,1
9008,252.0,36,502.5,1
9008,252.0,37,512.5,1
9008,252.0,38,527.5,1
9008,258.0,31,465.0,1
9008,258.0,32,471.0,1
9008,258.0,33,477.0,1
9008,258.0,34,489.0,1
9008,258.0,35,495.0,1
9008,264.0,36,452.0,1
9008,264.0,37,468.0,1
9008,264.0,38,481.0,1
9008,270.0,25,397.0,1
9008,270.0,26,408.0,1
9008,300.0,28,587.5,1
9008,342.0,52,977.0,1
9008,342.0,53,986.0,1
9008,342.0,54,997.0,1
9008,342.0,55,1010.0,1
9040,48.0,39,561.0,1
9040,168.0,73,1344.0,1
9040,168.0,74,1358.0,1
9040,180.0,73,1112.0,1
9040,180.0,74,1118.0,1
9040,270.0,38,485.0,1
9040,300.0,51,565.0,1
9040,300.0,52,572.0,1
9040,348.0,66,1285.0,1
9072,84.0,37,452.5,1
9072,132.0,38,474.0,1
9136,18.0,65,1114.0,1
9136,66.0,39,513.0,1
9136,66.0,40,519.0,1
9136,66.0,41,529.0,1
9136,144.0,50,570.0,1
9136,144.0,51,586.0,1
9136,186.0,65,1005.0,1
9136,186.0,66,1012.0,1
9136,270.0,49,529.0,1
9136,270.0,50,537.0,1
9168,24.0,57,884.0,1
9168,24.0,58,894.0,1
9168,60.0,48,576.0,1
9168,312.0,69,692.0,1
9200,18.0,60,1123.0,1
9200,24.0,54,908.0,1
9200,48.0,52,682.0,1
9200,54.0,49,648.0,1
9200,54.0,50,654.0,1
9200,126.0,40,515.0,1
9200,126.0,41,530.0,1
9200,240.0,62,626.0,1
9200,240.0,63,641.0,1
9200,330.0,68,836.0,1
9200,330.0,69,843.0,1
9232,6.0,57,1213.5,1
9232,24.0,60,944.0,1
9232,30.0,61,896.5,1
9232,36.0,64,820.0,1
9232,36.0,65,833.0,1
9232,36.0,66,843.0,1
9232,36.0,67,856.0,1
9232,42.0,49,673.0,1
9232,42.0,50,682.0,1
9232,54.0,56,647.0,1
9232,54.0,57,653.0,1
9232,66.0,50,574.0,1
9232,66.0,51,587.0,1
9232,78.0,54,571.0,1
9232,84.0,50,567.0,1
9232,84.0,51,575.0,1
9232,84.0,52,583.0,1
9232,84.0,53,598.0,1
9232,300.0,58,629.0,1
9264,6.0,62,1130.0,1
9264,6.0,63,1145.0,1
9264,18.0,79,1089.0,1
9264,42.0,68,876.0,1
9264,150.0,66,1083.0,1
9296,6.0,65,1081.0,2
9296,6.0,66,1089.0,1
9296,12.0,65,1090.0,2
9296,258.0,65,644.0,1
9328,12.0,71,1079.0,1
9328,108.0,53,545.0,1
9328,114.0,47,532.0,1
9328,114.0,48,549.0,1
9328,114.0,49,557.0,1
9328,114.0,50,563.0,1
9328,114.0,51,569.0,1
9328,120.0,55,617.0,1
9328,144.0,56,760.0,1
9360,54.0,62,748.0,1
9360,54.0,63,754.0,1
9360,54.0,64,764.0,1
9360,126.0,48,644.0,1
9360,162.0,64,1188.0,1
9360,186.0,85,1295.5,1
9360,336.0,76,1117.0,1
9392,144.0,49,728.0,1
9392,204.0,61,884.0,1
9392,210.0,76,897.0,1
9392,210.0,77,907.0,1
9392,216.0,67,911.0,1
9392,282.0,49,562.0,1
9392,282.0,50,570.0,1
9392,282.0,51,581.0,1
9392,342.0,73,1318.5,1
9424,18.0,85,1088.0,1
9424,18.0,86,1100.0,1
9424,18.0,87,1109.0,1
9424,18.0,88,1115.0,1
9424,60.0,76,764.0,1
9424,84.0,61,656.0,1
9456,12.0,74,1094.0,1
9456,78.0,60,678.0,1
9456,78.0,61,697.0,1
9456,114.0,51,587.0,2
9456,114.0,52,598.0,1
9456,120.0,60,632.0,1
9456,252.0,61,718.0,1
9456,312.0,62,675.0,1
9488,6.0,73,1218.0,1
9488,12.0,75,1112.0,1
9488,12.0,76,1123.0,1
9488,12.0,77,1131.0,1
9488,42.0,71,993.0,1
9488,48.0,77,908.0,1
9488,48.0,78,918.0,1
9488,84.0,57,683.0,1
9488,114.0,44,512.0,1
9488,114.0,45,526.0,1
9488,114.0,46,534.0,1
9488,114.0,47,551.0,1
9488,114.0,49,564.0,1
9488,114.0,50,573.0,1
9488,114.0,51,591.0,2
9488,150.0,55,788.0,1
9488,156.0,66,959.0,1
9488,204.0,81,1081.0,1
9488,234.0,68,837.0,1
9488,252.0,67,727.0,1
9488,330.0,62,847.0,1
9520,6.0,86,1216.5,1
9520,6.0,87,1227.5,1
9520,108.0,52,581.0,1
9520,108.0,53,591.0,1
9520,120.0,46,545.5,1
9520,120.0,47,557.5,1
9520,120.0,48,570.5,2
9520,120.0,49,581.5,1
9520,120.0,50,589.5,1
9520,120.0,51,597.5,1
9520,144.0,62,796.0,1
9520,144.0,63,802.0,1
9520,240.0,65,791.5,1
9520,258.0,74,710.0,1
9520,330.0,73,858.0,1
9552,18.0,82,1231.0,1
9552,18.0,83,1245.0,1
9552,18.0,84,1253.0,1
9552,30.0,81,1147.0,1
9552,30.0,82,1161.0,1
9552,132.0,45,711.0,1
9552,156.0,56,878.5,1
9552,156.0,57,885.5,1
9552,210.0,82,1025.0,1
9552,258.0,69,707.5,1
9552,342.0,72,1189.5,1
9584,120.0,50,633.0,1
9584,126.0,52,649.0,2
9584,132.0,52,689.0,2
9584,222.0,67,862.0,1
9584,222.0,68,868.0,1
9584,222.0,69,877.0,1
9584,222.0,70,885.0,1
9584,222.0,71,894.0,1
9584,222.0,72,909.0,1
9584,222.0,73,915.0,1
9584,222.0,74,921.0,1
9584,276.0,55,634.0,1
9584,306.0,45,629.0,1
9584,342.0,70,1147.0,1
9616,6.0,80,1324.0,1
9616,12.0,89,1282.0,1
9616,126.0,55,667.0,1
9616,138.0,62,754.0,1
9616,144.0,74,865.0,1
9616,156.0,75,941.0,1
9616,156.0,76,956.0,1
9616,156.0,77,966.0,1
9616,156.0,78,975.0,1
9616,216.0,71,1004.0,1
9616,222.0,76,926.0,1
9616,336.0,70,957.0,1
9648,6.0,85,1343.5,1
9680,36.0,68,1074.5,1
9680,48.0,62,883.0,1
9680,162.0,87,1215.5,1
9680,168.0,66,1194.0,1
9680,168.0,67,1217.0,1
9680,288.0,52,608.5,1
9712,18.0,100,1236.5,1
9712,18.0,101,1242.5,1
9712,18.0,102,1254.5,1
9712,30.0,74,1178.5,1
9712,30.0,75,1189.5,1
9712,42.0,78,961.0,1
9712,48.0,59,881.0,1
9712,120.0,62,737.0,1
9712,132.0,59,771.0,1
9712,168.0,77,1230.0,1
9712,168.0,78,1241.0,2
9712,168.0,79,1252.0,1
9712,192.0,74,1265.5,1
9712,306.0,43,631.5,1
9744,84.0,56,644.0,1
9744,168.0,78,1256.0,2
9744,192.0,81,1271.0,1
9744,324.0,56,654.0,1
9744,324.0,57,661.0,1
9744,324.0,58,670.0,1
9744,324.0,59,686.0,1
9744,324.0,60,693.0,1
9744,324.0,61,703.0,1
9744,324.0,62,717.0,1
9744,324.0,63,727.0,1
9744,324.0,64,737.0,1
9744,330.0,67,795.0,1
9776,54.0,62,720.0,1
9776,192.0,72,1301.0,1
9840,18.0,89,1268.0,1
9840,18.0,90,1290.0,1
9840,138.0,87,983.0,1
9840,138.0,88,1000.0,1
9840,192.0,81,1310.5,1
9840,192.0,82,1320.5,1
9840,192.0,83,1339.5,1
9840,300.0,58,685.0,1
9872,18.0,81,1299.5,1
9872,174.0,81,1257.0,1
9872,174.0,82,1263.0,1
9872,180.0,78,1335.0,1
9872,288.0,48,649.0,1
9904,30.0,76,1024.0,1
9904,216.0,70,942.0,1
9904,216.0,71,953.0,1
9904,222.0,83,934.0,1
9936,204.0,66,1184.0,1
9936,252.0,57,738.0,1
9936,276.0,58,633.0,2
9936,282.0,57,640.0,1
9936,282.0,58,648.0,2
9936,288.0,55,654.0,1
9936,294.0,48,665.5,1
9936,318.0,69,916.0,1
9968,114.0,69,731.0,1
9968,114.0,70,737.0,1
9968,174.0,76,1228.0,1
9968,174.0,77,1236.0,1
9968,204.0,65,1196.0,1
9968,240.0,59,785.0,1
9968,240.0,60,799.0,1
9968,240.0,61,805.0,1
9968,240.0,62,811.0,1
9968,240.0,63,819.0,1
9968,240.0,64,826.0,1
9968,240.0,65,846.0,1
9968,252.0,59,721.0,1
9968,252.0,60,729.0,1
9968,252.0,61,738.0,1
9968,258.0,54,661.0,2
9968,258.0,55,670.0,2
9968,258.0,56,680.0,1
9968,258.0,57,690.0,1
9968,264.0,52,634.0,1
9968,264.0,53,643.0,1
9968,264.0,54,652.0,2
9968,264.0,55,665.0,2
9968,270.0,47,636.0,1
9968,270.0,48,647.0,1
9968,282.0,53,657.0,1
9968,282.0,54,663.0,1
10000,30.0,82,1024.0,1
10000,42.0,74,870.0,1
10000,48.0,67,814.0,1
10000,66.0,65,730.0,1
10000,66.0,66,737.0,1
10000,66.0,67,745.0,1
10000,72.0,71,768.0,1
10032,24.0,85,1298.5,1
10032,42.0,77,856.5,1
10032,66.0,55,793.5,1
10032,72.0,61,775.0,2
10032,162.0,98,1232.5,1
10032,222.0,79,918.0,1
10032,222.0,80,928.0,1
10064,54.0,65,873.5,1
10064,72.0,61,788.0,2
10064,96.0,61,772.0,1
10064,186.0,87,1313.0,1
10064,288.0,56,705.5,1
10064,294.0,59,725.0,1
10064,324.0,63,941.0,1
10064,330.0,66,1024.0,1
10064,330.0,67,1034.0,1
10064,330.0,68,1042.0,1
10096,24.0,83,1242.0,1
10096,66.0,67,800.5,1
10096,66.0,68,819.5,1
10096,90.0,64,764.5,1
10096,90.0,65,771.5,1
10096,90.0,66,779.5,1
10096,126.0,79,811.0,1
10096,252.0,66,722.0,1
10096,252.0,67,732.0,1
10096,252.0,68,742.0,1
10096,258.0,75,714.5,1
10096,258.0,76,721.5,1
10128,30.0,73,1070.0,1
10128,30.0,74,1090.0,2
10128,84.0,65,787.0,1
10128,126.0,66,809.5,1
10128,126.0,67,818.5,1
10128,162.0,91,1281.0,1
10128,162.0,92,1302.0,1
10128,174.0,82,1281.0,1
10128,240.0,66,803.0,1
10128,240.0,67,810.0,1
10160,30.0,74,1128.0,2
10160,132.0,57,911.5,1
10160,132.0,58,917.5,1
10160,156.0,90,1087.0,1
10160,156.0,91,1094.0,1
10160,174.0,79,1311.0,1
10160,186.0,79,1326.0,1
10160,186.0,80,1339.0,1
10160,246.0,54,785.5,1
10192,36.0,81,1069.0,1
10192,36.0,82,1078.0,1
10192,162.0,94,1173.0,1
10192,162.0,95,1182.0,1
10192,192.0,71,1201.0,1
10192,192.0,72,1211.0,1
10192,192.0,73,1226.0,1
10192,192.0,75,1246.0,1
10192,192.0,76,1258.0,1
10192,192.0,77,1267.0,1
10224,102.0,58,756.0,1
10224,150.0,78,1166.0,1
10224,192.0,79,1284.0,1
10224,258.0,63,760.0,1
10224,318.0,70,845.0,1
10224,318.0,71,855.0,1
10224,318.0,72,862.0,1
10224,324.0,75,924.0,1
10256,72.0,54,745.0,1
10256,72.0,55,764.0,1
10256,78.0,56,744.0,1
10256,198.0,72,1200.5,1
10256,318.0,64,902.5,1
10288,30.0,74,1178.5,1
10288,66.0,73,799.0,1
10288,138.0,81,1068.5,1
10320,18.0,87,1288.0,1
10320,18.0,88,1303.0,1
10320,48.0,79,970.0,1
10320,126.0,69,895.0,1
10320,126.0,70,909.0,1
10352,0.0,73,1333.0,1
10352,18.0,91,1272.0,1
10352,36.0,64,1093.5,1
10352,36.0,65,1099.5,1
10352,102.0,66,839.0,1
10352,108.0,64,860.0,1
10352,204.0,67,1051.0,1
10384,18.0,81,1242.5,1
10384,24.0,85,1164.0,1
10384,24.0,86,1172.0,1
10384,138.0,73,1014.0,1
10384,138.0,74,1025.0,1
10384,144.0,81,1038.0,1
10384,150.0,71,1068.0,1
10384,150.0,72,1076.0,1
10384,150.0,73,1084.0,1
10384,150.0,74,1092.0,1
10384,174.0,75,1283.0,1
10384,204.0,72,1105.5,1
10384,204.0,73,1114.5,1
10384,258.0,71,705.0,1
10384,258.0,72,715.0,1
10384,258.0,73,727.0,1
10384,258.0,74,733.0,1
10416,24.0,88,1185.0,1
10416,138.0,87,1047.0,1
10416,138.0,88,1056.0,1
10416,162.0,73,1211.0,1
10416,258.0,67,771.0,1
10416,264.0,60,711.0,1
10416,264.0,61,718.0,1
10416,264.0,62,729.0,1
10416,264.0,63,736.0,1
10416,276.0,61,666.0,1
10416,276.0,62,676.0,1
10416,276.0,63,691.0,1
10416,276.0,64,707.0,1
10448,24.0,75,1210.0,1
10448,156.0,78,1060.0,1
10448,156.0,80,1079.0,1
10448,186.0,78,1315.5,1
10448,252.0,71,867.0,1
10448,288.0,67,689.0,1
10448,288.0,68,707.0,1
10448,288.0,69,716.0,1
10448,288.0,70,722.0,1
10448,288.0,71,733.0,1
10448,288.0,72,744.0,1
10480,12.0,81,1225.0,1
10480,96.0,58,801.0,1
10480,150.0,83,1052.0,1
10480,264.0,58,807.0,1
10480,276.0,65,778.0,1
10480,312.0,70,849.0,1
10480,330.0,78,1211.0,1
10512,24.0,71,1145.0,1
10512,24.0,72,1158.0,1
10512,138.0,75,1080.0,1
10544,24.0,78,1187.0,1
10544,24.0,79,1200.0,1
10544,54.0,48,942.0,1
10544,72.0,64,834.0,1
10544,180.0,70,1254.5,1
10544,180.0,71,1262.5,1
10544,336.0,75,1253.0,1
10544,336.0,76,1266.0,1
10544,336.0,77,1277.0,1
10576,24.0,88,1171.0,1
10576,96.0,48,673.0,1
10576,96.0,49,686.0,1
10576,96.0,50,695.0,1
10576,96.0,51,706.0,1
10576,96.0,52,713.0,1
10576,96.0,53,722.0,1
10576,96.0,54,732.0,1
10576,102.0,55,784.0,1
10576,138.0,76,1118.0,1
10576,210.0,80,1043.0,1
10576,330.0,65,1227.5,1
10608,24.0,76,1127.0,1
10608,24.0,77,1134.0,1
10608,90.0,42,713.0,1
10608,90.0,43,725.0,1
10608,102.0,48,775.0,1
10608,102.0,49,785.0,1
10608,150.0,90,1196.0,1
10608,150.0,91,1202.0,1
10608,210.0,63,998.0,1
10608,252.0,71,817.0,1
10608,252.0,72,824.0,1
10608,336.0,81,1302.0,1
10640,12.0,58,1099.0,1
10640,30.0,74,1087.0,1
10640,30.0,75,1093.0,1
10640,30.0,76,1105.0,1
10640,30.0,77,1112.0,1
10640,30.0,78,1118.0,1
10640,78.0,51,703.5,1
10640,78.0,52,716.5,1
10640,84.0,43,634.0,1
10640,84.0,44,652.0,1
10640,84.0,45,669.0,1
10640,84.0,46,676.0,1
10640,84.0,47,689.0,1
10640,84.0,48,703.0,1
10640,180.0,70,1213.0,1
10640,180.0,71,1226.0,1
10640,180.0,72,1243.0,1
10640,186.0,65,1190.5,1
10640,216.0,59,940.0,1
10672,12.0,76,1150.0,1
10672,12.0,77,1160.0,1
10672,18.0,65,1154.0,1
10672,18.0,66,1169.0,1
10672,120.0,70,924.0,1
10672,156.0,84,1116.5,1
10672,156.0,85,1132.5,1
10672,162.0,76,1153.5,1
10672,204.0,62,1001.5,1
10672,330.0,77,1278.0,1
10672,330.0,78,1288.0,1
10672,336.0,91,1325.0,1
10672,336.0,92,1331.0,1
10672,336.0,93,1341.0,1
10704,12.0,73,1135.0,1
10704,24.0,73,1144.0,2
10704,24.0,74,1154.0,1
10704,186.0,73,1097.0,1
10704,186.0,74,1105.0,1
10704,192.0,86,1144.0,1
10704,204.0,65,986.0,1
10704,258.0,71,881.0,1
10704,282.0,61,810.0,1
10704,306.0,60,916.0,1
10704,336.0,73,1336.5,1
10736,12.0,69,1120.0,1
10736,24.0,72,1105.0,1
10736,24.0,73,1126.0,2
10736,42.0,50,861.0,1
10736,42.0,51,882.0,1
10736,42.0,52,896.0,1
10736,42.0,53,908.0,1
10736,42.0,54,917.0,1
10736,54.0,51,867.0,1
10736,66.0,56,811.0,1
10736,126.0,52,795.0,1
10736,126.0,53,806.0,1
10736,126.0,54,814.0,1
10736,126.0,55,838.0,1
10736,126.0,56,851.0,1
10736,126.0,57,871.0,1
10736,126.0,58,891.0,1
10736,138.0,66,977.0,1
10736,144.0,61,935.0,1
10736,312.0,74,923.0,1
10736,336.0,81,1252.0,1
10736,336.0,82,1258.0,1
10736,336.0,83,1264.0,1
10768,6.0,59,1041.0,1
10768,6.0,60,1047.0,1
10768,12.0,53,1070.0,1
10768,42.0,63,998.0,1
10768,54.0,63,918.0,1
10768,54.0,64,932.0,1
10768,162.0,66,995.0,1
10768,162.0,67,1002.0,1
10768,204.0,63,930.5,1
10768,204.0,64,936.5,1
10768,234.0,73,1031.0,1
10768,234.0,74,1042.0,1
10768,306.0,58,845.0,1
10768,312.0,63,901.0,1
10800,0.0,51,953.0,1
10800,0.0,52,969.0,1
10800,0.0,53,984.0,1
10800,6.0,54,1024.0,1
10800,6.0,55,1036.0,1
10800,6.0,56,1051.0,1
10800,48.0,73,1009.0,1
10800,48.0,74,1022.0,1
10800,60.0,59,909.0,1
10800,156.0,66,896.0,1
10800,180.0,78,1088.0,1
10800,354.0,58,923.0,1
10800,354.0,59,941.0,1
10800,354.0,60,953.0,1
10800,354.0,61,968.0,1
10800,354.0,62,989.0,1
10800,354.0,63,1002.0,1
10800,354.0,64,1013.0,1
10800,354.0,65,1022.0,1
10832,24.0,62,1001.0,1
10832,48.0,69,1013.0,1
10832,48.0,70,1029.0,1
10832,54.0,65,987.0,1
10832,78.0,44,724.0,1
10832,78.0,45,745.0,1
10832,78.0,46,757.0,1
10832,78.0,47,764.0,1
10832,78.0,48,783.0,1
10832,138.0,48,820.0,2
10832,138.0,49,826.0,2
10832,138.0,51,840.0,1
10832,144.0,48,840.0,2
10832,144.0,49,861.0,2
10832,150.0,45,865.0,1
10832,156.0,49,885.0,1
10832,156.0,50,892.0,1
10832,156.0,51,903.0,1
10832,192.0,48,1008.0,1
10832,192.0,49,1018.0,1
10832,198.0,55,1002.0,1
10832,204.0,58,896.0,1
10832,204.0,59,902.0,1
10832,204.0,60,915.0,1
10832,204.0,61,926.0,1
10832,204.0,62,935.0,1
10832,204.0,63,947.0,1
10832,240.0,59,875.0,1
10832,240.0,60,881.0,1
10832,324.0,46,998.0,1
10832,348.0,49,858.0,1
10832,348.0,50,865.0,1
10832,348.0,51,875.0,1
10864,48.0,67,1037.0,1
10864,48.0,68,1048.0,1
10864,174.0,71,1133.0,1
10864,240.0,78,815.5,1
10864,240.0,79,821.5,1
10864,294.0,45,671.0,1
10864,294.0,46,689.0,1
10864,354.0,52,852.0,1
10896,84.0,44,630.0,1
10896,138.0,41,664.0,1
10896,144.0,48,704.0,1
10896,144.0,49,713.0,1
10896,156.0,40,742.0,1
10896,162.0,38,760.0,1
10896,168.0,41,817.0,1
10896,174.0,56,947.0,1
10896,186.0,63,1044.0,1
10896,198.0,56,933.0,1
10896,252.0,66,832.0,1
10896,300.0,51,740.0,1
10896,300.0,52,752.0,1
10928,6.0,32,726.5,1
10928,6.0,33,742.5,1
10928,6.0,34,751.5,1
10928,6.0,35,760.5,1
10928,6.0,36,778.5,1
10928,6.0,37,786.5,2
10928,54.0,67,942.0,1
10928,66.0,44,707.0,1
10928,66.0,45,724.0,1
10928,66.0,46,739.0,1
10928,84.0,42,614.0,1
10928,84.0,43,623.0,1
10928,114.0,38,599.0,1
10928,114.0,39,606.0,1
10928,114.0,40,624.0,1
10928,114.0,41,631.0,1
10928,132.0,35,626.0,1
10928,132.0,36,642.0,1
10928,132.0,37,648.0,1
10928,138.0,28,674.0,1
10928,156.0,33,672.0,1
10928,156.0,34,681.0,1
10928,156.0,35,696.0,1
10928,156.0,36,704.0,1
10928,180.0,51,1034.0,1
10928,180.0,52,1052.0,1
10928,198.0,47,881.0,1
10928,198.0,48,895.0,1
10928,198.0,49,907.0,1
10928,312.0,51,762.0,1
10960,6.0,37,822.5,2
10960,12.0,49,878.0,1
10960,12.0,50,890.0,1
10960,42.0,60,934.0,1
10960,42.0,61,951.0,1
10960,54.0,59,884.0,1
10960,138.0,18,208.0,1
10960,162.0,35,663.5,1
10960,162.0,36,670.5,1
10960,168.0,40,730.0,1
10960,168.0,41,737.0,1
10960,336.0,43,825.5,1
10992,48.0,54,841.0,1
10992,60.0,47,652.0,1
10992,90.0,28,556.0,1
10992,126.0,21,283.0,1
10992,126.0,22,293.0,1
10992,132.0,19,280.0,1
10992,138.0,16,258.0,1
10992,138.0,17,267.0,2
10992,144.0,17,261.0,2
10992,144.0,18,267.0,1
10992,162.0,31,629.0,1
10992,168.0,28,616.0,1
10992,168.0,29,626.0,1
10992,168.0,30,646.0,1
10992,264.0,37,509.0,1
11024,6.0,34,568.0,1
11024,6.0,35,591.0,1
11024,6.0,36,613.0,1
11024,6.0,37,628.0,1
11024,6.0,38,644.0,1
11024,6.0,39,664.0,1
11024,6.0,40,683.0,1
11024,6.0,41,693.0,1
11024,30.0,53,858.0,1
11024,42.0,36,717.5,1
11024,42.0,37,726.5,1
11024,42.0,38,739.5,1
11024,48.0,40,662.5,1
11024,48.0,41,677.5,1
11024,48.0,42,689.5,1
11024,48.0,43,701.5,1
11024,54.0,38,631.5,1
11024,54.0,39,643.5,1
11024,60.0,41,577.0,1
11024,60.0,42,593.0,1
11024,66.0,31,562.0,1
11024,72.0,33,491.0,1
11024,78.0,29,488.0,1
11024,78.0,30,496.0,1
11024,78.0,31,507.0,1
11024,102.0,27,381.0,1
11024,102.0,30,423.0,1
11024,102.0,31,431.0,1
11024,102.0,32,439.0,1
11024,102.0,33,451.0,1
11024,102.0,34,459.0,1
11024,102.0,35,466.0,1
11024,102.0,36,475.0,1
11024,108.0,24,397.0,1
11024,108.0,25,429.0,1
11024,126.0,28,334.0,1
11024,126.0,29,343.0,1
11024,138.0,27,335.0,1
11024,180.0,31,787.0,1
11024,186.0,42,896.0,1
11024,258.0,11,168.5,1
11024,258.0,12,183.5,1
11024,270.0,9,175.0,2
11024,276.0,9,197.0,2
11056,198.0,37,684.0,1
11056,198.0,38,694.0,1
11056,198.0,39,705.0,1
11056,198.0,40,715.0,1
11056,270.0,11,343.0,1
11088,84.0,19,242.0,1
11088,102.0,20,190.0,1
11088,312.0,27,419.0,1
11088,312.0,28,427.0,1
11120,48.0,25,399.0,1
11120,48.0,26,408.0,1
11120,60.0,20,324.0,1
11120,78.0,20,282.0,1
11120,114.0,11,207.0,1
11120,120.0,14,208.0,1
11120,120.0,15,224.0,1
11120,120.0,16,230.0,1
11120,144.0,14,238.0,1
11120,144.0,15,249.0,1
11120,144.0,16,261.0,1
11152,36.0,25,316.0,1
11152,36.0,26,323.0,1
11152,66.0,10,147.0,1
11152,66.0,11,156.0,1
11152,120.0,9,95.0,1
11152,120.0,10,113.0,1
11152,120.0,11,124.0,1
11152,138.0,8,122.0,1
11152,252.0,9,214.0,1
11184,168.0,16,588.5,1
11184,168.0,17,594.5,1
11184,336.0,11,547.0,1
11216,168.0,11,634.0,1
11216,168.0,12,655.0,1
11216,168.0,13,664.0,1
11216,168.0,14,674.0,1
11216,168.0,15,691.0,1
11216,186.0,12,358.0,1
11216,324.0,14,799.0,1
11216,324.0,15,809.0,1
